Price,Close,High,Low,Open,Volume
2010-06-10,7.5470356941223145,7.561194352808271,7.296682452131079,7.376217108360954,776356000
2010-06-11,7.637418270111084,7.64796245133741,7.452440171170151,7.47834891463357,545759200
2010-06-14,7.660614013671875,7.807330718868565,7.6524800241543165,7.711227202327516,602960400
2010-06-15,7.823601722717285,7.828422104382931,7.697370793491691,7.701588627449131,585074000
2010-06-16,8.051359176635742,8.066422063462626,7.851919926219139,7.866079393802989,783678000
2010-06-17,8.190542221069336,8.221573014398684,8.119141550601745,8.152280857899834,872855200
2010-06-18,8.256821632385254,8.284840498183987,8.176986086091464,8.201991409403131,784621600
2010-06-21,8.139326095581055,8.40564563606083,8.09594348310725,8.365878308332281,776490400
2010-06-22,8.250188827514648,8.314057221308273,8.179391543206306,8.199274796191533,717262000
2010-06-23,8.163429260253906,8.274597283197666,8.070940213232303,8.272187092756097,768457200
2010-06-24,8.104079246520996,8.230611009880704,8.076964607684488,8.164331586083017,714277200
2010-06-25,8.034788131713867,8.142340868602208,8.007975165384128,8.13601452095093,549942400
2010-06-28,8.082987785339355,8.126672066590409,7.96910874800488,8.04171369352199,584948000
2010-06-29,7.71755313873291,7.965194532065438,7.661216153705112,7.957059738511231,1133344800
2010-06-30,7.577764987945557,7.77178044889248,7.531972988592312,7.733820762277776,739452000
2010-07-01,7.485878944396973,7.676279936027384,7.327412970933583,7.66121624821275,1022896000
2010-07-02,7.439482688903809,7.559688074457457,7.326807938826648,7.546431227751225,693842800
2010-07-06,7.49039888381958,7.616026427307751,7.4159854684390405,7.561798756994547,615235600
2010-07-07,7.7928690910339355,7.795882633000986,7.524140146457523,7.54643279500235,654556000
2010-07-08,7.775392532348633,7.920302325385987,7.678987389046162,7.907648833567896,738144400
2010-07-09,7.8214898109436035,7.829924670725484,7.6871241437801485,7.739243291199195,433322400
2010-07-12,7.7512898445129395,7.888667366535398,7.678082382449989,7.788646960542622,562878400
2010-07-13,7.5858988761901855,7.724481576308108,7.424118500729476,7.722072190899187,1190924000
2010-07-14,7.613919258117676,7.706408321556441,7.50154692447605,7.512996135575221,812047600
2010-07-15,7.575355529785156,7.741654627299113,7.45032973176449,7.478347789941126,824866000
2010-07-16,7.528657913208008,7.681400065217287,7.483769336783639,7.627473277424832,1039858400
2010-07-19,7.3985114097595215,7.528056715860409,7.218354524328284,7.528056715860409,1024478000
2010-07-20,7.588612079620361,7.619040333186706,7.23070763084712,7.317773753599298,1074950800
2010-07-21,7.6594085693359375,7.9880905934333954,7.652178803688524,7.986282950904215,1185671200
2010-07-22,7.803414344787598,7.8329383688189225,7.6916437909227415,7.763044465388688,645318800
2010-07-23,7.831132888793945,7.844388937903819,7.720869075515887,7.745271854597021,533388800
2010-07-26,7.811248779296875,7.835952427329129,7.763949997674616,7.832939689219165,420551600
2010-07-27,7.955855369567871,7.9775462750703,7.841976305624212,7.859148507117179,584771600
2010-07-28,7.861860275268555,8.013398169298997,7.840471043827872,7.9435042620465,519985200
2010-07-29,7.775997161865234,7.912772201696938,7.715443160264166,7.854326713729045,643806800
2010-07-30,7.750088691711426,7.823898738416246,7.679290577593666,7.709117076684979,448210000
2010-08-02,7.888672351837158,7.910965804335003,7.821490318366188,7.846193960806424,428055600
2010-08-03,7.891084671020508,7.9311528829204025,7.8154669523473395,7.863368283673606,417653600
2010-08-04,7.922720432281494,7.961884432397326,7.842282307934556,7.9185025974601535,420375200
2010-08-05,7.884153366088867,7.928741073959919,7.849507289140151,7.885056785050332,289097200
2010-08-06,7.835648536682129,7.877826049501206,7.761536012201969,7.826308649905164,444897600
2010-08-09,7.885659217834473,7.897710166940379,7.819983154145751,7.8775244249533705,303128000
2010-08-10,7.8151631355285645,7.846495604651338,7.75912702406672,7.8284191801574305,451920000
2010-08-11,7.5373945236206055,7.703091849140631,7.52594692690966,7.69435531363249,620054400
2010-08-12,7.585597991943359,7.625063644428243,7.414779404726543,7.431951605345041,534920400
2010-08-13,7.50455904006958,7.588310743441385,7.5042573640334975,7.5813818482446536,354869200
2010-08-16,7.460572242736816,7.531972911387556,7.429842321698119,7.458764600322776,318430000
2010-08-17,7.591021537780762,7.671158748687519,7.507569913292357,7.534082004068274,422640400
2010-08-18,7.624159812927246,7.672362808418428,7.579271230917992,7.602770583398723,339696000
2010-08-19,7.528059482574463,7.6365156648942065,7.491907421801215,7.6172341367646705,426706000
2010-08-20,7.520824432373047,7.6497663571015595,7.501542915721814,7.513292992165735,384230000
2010-08-23,7.405136585235596,7.591922226172974,7.388567741164074,7.585595881747919,414041600
2010-08-24,7.228292465209961,7.320780648591656,7.18973024728496,7.310839826084109,602565600
2010-08-25,7.317468643188477,7.350608747814009,7.146048344751003,7.171354529268673,596867600
2010-08-26,7.238839626312256,7.4036327402108215,7.238839626312256,7.394594528107884,466505200
2010-08-27,7.27921199798584,7.309037705915577,7.096644073265937,7.283128960141197,548391200
2010-08-30,7.305720806121826,7.4036327596543074,7.250889790355933,7.253299980256379,383289200
2010-08-31,7.32379674911499,7.36778190743853,7.24094848790441,7.2861379366297765,420786800
2010-09-01,7.54161262512207,7.5756553494599,7.419599581721208,7.455449948415232,697037600
2010-09-02,7.597047328948975,7.597047328948975,7.488591173186903,7.569631815087847,415427600
2010-09-03,7.795882701873779,7.796183573391567,7.667241625225541,7.6850163743847,520788800
2010-09-07,7.766963005065918,7.818780493414914,7.719965093390504,7.7317143701919875,342557600
2010-09-08,7.920907497406006,7.96519352674121,7.805822547385911,7.826309159975381,526551200
2010-09-09,7.925424098968506,8.02936068728114,7.920905396683255,7.9847737982909806,438575200
2010-09-10,7.935669898986816,7.968508333259589,7.875115086076126,7.929041876939453,387542400
2010-09-13,8.045027732849121,8.082384862868405,8.00646631263799,8.008273150160296,388780000
2010-09-14,8.075759887695312,8.10920007044277,7.999237956808074,8.020025445313516,408150400
2010-09-15,8.14083194732666,8.145653131388327,8.069130409827522,8.079072844971549,429368800
2010-09-16,8.332136154174805,8.335148891353677,8.119140864678267,8.141435119801933,652103200
2010-09-17,8.295985221862793,8.374013106490308,8.245071168372428,8.365878313573774,634477200
2010-09-20,8.532780647277832,8.54935029995296,8.310445464577032,8.317374358031946,658677600
2010-09-21,8.549049377441406,8.65690296731526,8.519525354196707,8.551761243445709,668074400
2010-09-22,8.668953895568848,8.67588278961697,8.508076930185156,8.517115142727903,585289600
2010-09-23,8.704200744628906,8.819887438834085,8.616231232455961,8.626172862906833,786116800
2010-09-24,8.806633949279785,8.843087677463927,8.753310496948105,8.800006730036703,649488000
2010-09-27,8.771684646606445,8.879236550627464,8.76716594297285,8.856642227990271,482834800
2010-09-28,8.64214038848877,8.790062170990645,8.2848385910118,8.790062170990645,1035042400
2010-09-29,8.65750503540039,8.73101421792395,8.616231740340734,8.653287203103385,469644000
2010-09-30,8.548445701599121,8.736737329559947,8.473128889520968,8.706610765622509,673391600
2010-10-01,8.511387825012207,8.633701699648018,8.476139212902194,8.620747335926831,448142800
2010-10-04,8.394499778747559,8.522838365835527,8.368288561910184,8.483674389735413,435302000
2010-10-05,8.704805374145508,8.720169129301475,8.490302477976698,8.495726210161301,501967200
2010-10-06,8.712332725524902,8.796687738119466,8.593934997372497,8.724383671458131,670868800
2010-10-07,8.713241577148438,8.75120127253315,8.64364933858943,8.74698343921602,408399600
2010-10-08,8.859352111816406,8.872306478015606,8.736737342333484,8.78825313121122,658403200
2010-10-11,8.898215293884277,8.954853942633594,8.875320102585285,8.879537934207935,427753200
2010-10-12,8.99402141571045,9.022943698370975,8.81175440030574,8.899724734459442,558544000
2010-10-13,9.042221069335938,9.097051267649595,9.031977764684504,9.04402871133325,630092400
2010-10-14,9.107598304748535,9.112417880027252,9.050055423741803,9.088919333225162,435296400
2010-10-15,9.482075691223145,9.489908811110924,9.1859303426878,9.262150613498884,922194000
2010-10-18,9.580286026000977,9.610411790778306,9.468515480688332,9.594445489412795,1093010800
2010-10-19,9.323908805847168,9.45285076823318,9.038609368814548,9.14043749496032,1232784000
2010-10-20,9.35523796081543,9.467309365553927,9.244975002774266,9.30914429070107,721624400
2010-10-21,9.324812889099121,9.482073780501224,9.24286802957097,9.410372229531436,551460000
2010-10-22,9.263050079345703,9.340475405755054,9.227802264659847,9.311252260341874,372778000
2010-10-25,9.304326057434082,9.387475205700037,9.292275106466832,9.311858304023293,392462000
2010-10-26,9.280525207519531,9.331439260815436,9.208220317314556,9.244975712107278,392929600
2010-10-27,9.27389907836914,9.336260741580972,9.206716230059094,9.268476150161721,399002800
2010-10-28,9.195869445800781,9.2790185825761,9.065119863752233,9.27751181167874,551051200
2010-10-29,9.06753158569336,9.215152534803986,9.064217171546648,9.165443562828385,430511200
2010-11-01,9.163932800292969,9.206712858236761,9.10428222079629,9.104884768154218,423889200
2010-11-02,9.319993019104004,9.344998344231007,9.248894810134491,9.248894810134491,433930000
2010-11-03,9.423626899719238,9.426037089616292,9.294985829606395,9.38054515754403,508348400
2010-11-04,9.588419914245605,9.64596199073632,9.490808833367106,9.503462330195235,642488000
2010-11-05,9.5540771484375,9.627586349368134,9.542629548091206,9.579986696178405,361253200
2010-11-08,9.598966598510742,9.63361188026137,9.542930473827191,9.556186521583816,281758400
2010-11-09,9.522445678710938,9.679707407876476,9.474846020154036,9.67217515951892,383544000
2010-11-10,9.581189155578613,9.60348260698571,9.446220938816102,9.539312509613097,384227200
2010-11-11,9.539617538452148,9.59233924824258,9.467312628871854,9.489907762277674,361284000
2010-11-12,9.279923439025879,9.53509629650111,9.14736699851792,9.520033412009706,795846800
2010-11-15,9.250096321105957,9.355539705111624,9.226898647909643,9.29287638301585,403606000
2010-11-16,9.085906028747559,9.266967107148009,9.017518102045871,9.210329257583185,657650000
2010-11-17,9.053069114685059,9.158210834027221,8.970521719079816,9.074157471960554,479449600
2010-11-18,9.291973114013672,9.329330253036305,9.179299953939354,9.194663707865194,494491200
2010-11-19,9.24075984954834,9.291071366112323,9.195871261240798,9.278116995289972,384843200
2010-11-22,9.440502166748047,9.440502166748047,9.214853272565636,9.239255248747781,393075200
2010-11-23,9.30101203918457,9.391995918386801,9.235637638580757,9.352830326077825,519447600
2010-11-24,9.483879089355469,9.501955511774847,9.391993424365754,9.399524060336729,413725200
2010-11-26,9.489909172058105,9.571251503509039,9.427848367218152,9.451949471012307,237585600
2010-11-29,9.54624080657959,9.564617294590361,9.380845174260607,9.504966714127608,445785200
2010-11-30,9.373918533325195,9.470625397894526,9.365482868151386,9.445920949885512,501858000
2010-12-01,9.532081604003906,9.57275234572131,9.489904091591892,9.498038079041546,461750800
2010-12-02,9.584806442260742,9.610413507790323,9.48659279533859,9.566127467219701,462837200
2010-12-03,9.563414573669434,9.599867488692688,9.530275267477657,9.55046020537293,342092800
2010-12-06,9.645061492919922,9.710737577885078,9.592941523386703,9.599569547542167,448481600
2010-12-07,9.586612701416016,9.760744100657098,9.58390163992313,9.755021106158466,391454000
2010-12-08,9.670967102050781,9.671268778038066,9.553473556400247,9.629392128656422,321935600
2010-12-09,9.633310317993164,9.71585692333261,9.611016057455476,9.70471099976787,294151200
2010-12-10,9.6574125289917,9.672174544218489,9.598363663615045,9.629997013083592,262511200
2010-12-13,9.690850257873535,9.792980852181238,9.67066612337458,9.772193365714399,439815600
2010-12-14,9.649273872375488,9.717059243688865,9.610409969880275,9.692656477837286,351008000
2010-12-15,9.651389122009277,9.730923009022609,9.616140482011541,9.640542458391204,417312000
2010-12-16,9.678196907043457,9.719169329693637,9.643551634933099,9.67337652738235,322030800
2010-12-17,9.658917427062988,9.694466927136856,9.647469023905005,9.689646546859812,386929200
2010-12-20,9.707120895385742,9.738453371300315,9.587217138128905,9.68874359540134,385610400
2010-12-21,9.767070770263672,9.772794568949516,9.702298928915704,9.730918726814174,256354000
2010-12-22,9.795992851257324,9.812864181331708,9.747488983997412,9.771891755620356,265921600
2010-12-23,9.748995780944824,9.795692005821092,9.736041411837865,9.791173301773785,223157200
2010-12-27,9.781532287597656,9.804429094047865,9.686332189975872,9.726401199029064,249816000
2010-12-28,9.805333137512207,9.841183508670511,9.792981315441374,9.818588378639022,175924000
2010-12-29,9.799910545349121,9.834857498648141,9.794185941411001,9.82792779961456,163139200
2010-12-30,9.750802993774414,9.806536624289313,9.732425697938929,9.805633205307382,157494400
2010-12-31,9.717666625976562,9.745383013864434,9.68000779946488,9.729415903110697,193508000
2011-01-03,9.928851127624512,9.94963861290765,9.786352272433202,9.810453366535274,445138400
2011-01-04,9.980669975280762,10.017122892248572,9.886071626922416,10.015315249752453,309080800
2011-01-05,10.062313079833984,10.072556388059322,9.92674310061133,9.92824987170267,255519600
2011-01-06,10.054181098937988,10.099973108726651,10.029175775157007,10.084005999168214,300428800
2011-01-07,10.126179695129395,10.133108587842807,9.99904460992602,10.062009605140927,311931200
2011-01-10,10.316880226135254,10.34037876680706,10.157811758296264,10.207821576196395,448560000
2011-01-11,10.292476654052734,10.392496274181408,10.227101487723155,10.390086889782747,444108000
2011-01-12,10.376232147216797,10.376533823194832,10.303326314722247,10.34098513041239,302590400
2011-01-13,10.414193153381348,10.443115436410608,10.359062062530262,10.398527721209875,296780400
2011-01-14,10.49854850769043,10.49854850769043,10.376837114290694,10.420520607178707,308840000
2011-01-18,10.262657165527344,10.386477887425377,9.82130108393142,9.92734705304003,1880998000
2011-01-19,10.208127975463867,10.50216395921139,10.149079920572202,10.494631712100347,1135612800
2011-01-20,10.022543907165527,10.191855699646363,9.945419450987094,10.135518725971849,764789200
2011-01-21,9.842988014221191,10.088821695642697,9.840276148978878,10.055380720781331,754401200
2011-01-24,10.166252136230469,10.166252136230469,9.842992191759995,9.84751170092565,574683200
2011-01-25,10.285249710083008,10.286455609504767,10.079484975994049,10.132508349434731,546868000
2011-01-26,10.359058380126953,10.41178006645365,10.288261077801804,10.332245425334644,506875600
2011-01-27,10.3397798538208,10.384367566060355,10.328332255351357,10.356952055994288,285026000
2011-01-28,10.125576972961426,10.375629327210929,10.048152444587192,10.368700434066625,592057200
2011-01-31,10.222587585449219,10.24427929714892,10.071352173445298,10.116541630547632,377246800
2011-02-01,10.394610404968262,10.413288572872096,10.272597352689564,10.282238112624078,426633200
2011-02-02,10.373221397399902,10.401238652027615,10.350023718746998,10.377138358745478,258955200
2011-02-03,10.346707344055176,10.37080924170827,10.199388114762101,10.357553197999069,393797600
2011-02-04,10.438898086547852,10.444923562457788,10.348819232867847,10.352735389974598,321840400
2011-02-07,10.600981712341309,10.642254217153067,10.4732440178821,10.480775461630108,485021600
2011-02-08,10.70099925994873,10.710640020870448,10.609113573056403,10.65520725450931,381040800
2011-02-09,10.790173530578613,10.815480525279932,10.691057283640934,10.700697239057869,482745200
2011-02-10,10.681114196777344,10.845606434433261,10.48408520095779,10.766976002576905,928550000
2011-02-11,10.75070858001709,10.779328381098232,10.650988974591659,10.687442698062283,367572800
2011-02-14,10.820902824401855,10.829940232473023,10.746490218991951,10.74890040900274,310416400
2011-02-15,10.842594146728516,10.844703465303668,10.771796823613936,10.821204111795346,284174800
2011-02-16,10.939905166625977,10.99322861539588,10.86067136787748,10.869708776957816,481157600
2011-02-17,10.794393539428711,10.853743272740592,10.74076760621868,10.762760996378132,530583200
2011-02-18,10.561210632324219,10.830542913593003,10.529878164124703,10.806742690945303,816057200
2011-02-22,10.201199531555176,10.405760038993028,10.174387367199362,10.307848054722692,872555600
2011-02-23,10.322003364562988,10.382858235988705,10.201194627131496,10.206015810597302,671854400
2011-02-24,10.32983684539795,10.39822477345182,10.193966017158228,10.364182049637497,499900800
2011-02-25,10.488905906677246,10.497039894729856,10.387680352066244,10.401538138456736,380018800
2011-02-28,10.641042709350586,10.696475449249405,10.57807772634271,10.581693009962502,403074000
2011-03-01,10.523552894592285,10.716664952420675,10.474446477844202,10.709133510567597,456136800
2011-03-02,10.608207702636719,10.675390538176227,10.496136287728149,10.543134185456063,602590800
2011-03-03,10.832353591918945,10.839282487478064,10.722692335894166,10.760953708434199,500788400
2011-03-04,10.845609664916992,10.854346203399032,10.777824262611736,10.847718179406995,453266800
2011-03-07,10.705818176269531,10.89591746583025,10.58380513735193,10.887782673291664,546123200
2011-03-08,10.71787166595459,10.767279766161844,10.612126570167707,10.69226379442395,356316800
2011-03-09,10.618753433227539,10.687743921243984,10.562417248275482,10.685634602576798,453306000
2011-03-10,10.444019317626953,10.537412585102468,10.390695062636432,10.517829386200239,507539200
2011-03-11,10.604296684265137,10.614239125228343,10.393712261087172,10.403653093110988,471080400
2011-03-14,10.651592254638672,10.739562591468312,10.583807663764564,10.640143850737303,435957200
2011-03-15,10.406662940979004,10.479267914128416,10.24608762895805,10.306340778793452,721081200
2011-03-16,9.942107200622559,10.333453364546168,9.829132357243388,10.303326793276344,1162011200
2011-03-17,10.081598281860352,10.231327768817515,9.96169370006996,10.147575245431653,659422400
2011-03-18,9.961990356445312,10.18884424593871,9.941805418782971,10.156608359084155,753214000
2011-03-21,10.22198486328125,10.235240104624163,10.100272674231293,10.12226606156357,409402000
2011-03-22,10.279224395751953,10.322005267233353,10.217163613668186,10.320197624776391,325922800
2011-03-23,10.218668937683105,10.249698922096595,10.121057867767226,10.221379998750031,372996400
2011-03-24,10.392800331115723,10.423831117660738,10.208726538760677,10.29880535715191,404712000
2011-03-25,10.590736389160156,10.606401821357759,10.454563053078383,10.486196397959711,448910000
2011-03-28,10.557595252990723,10.674487860195287,10.557595252990723,10.63923923333522,309355200
2011-03-29,10.573259353637695,10.573259353637695,10.425639266841728,10.473841448643585,352900800
2011-03-30,10.503067016601562,10.570853215919119,10.467216642929117,10.563621840617493,329406000
2011-03-31,10.499449729919434,10.53831283105338,10.425639683571145,10.434677090227021,274019200
2011-04-01,10.380452156066895,10.592243217500528,10.34249246090908,10.577782879254826,418661600
2011-04-04,10.278924942016602,10.381657291317223,10.194871567347631,10.372920753804854,460084800
2011-04-05,10.209635734558105,10.31086133405852,10.122569603676265,10.152395312387913,482731200
2011-04-06,10.1840238571167,10.360566240277926,10.156910025927802,10.279827294170303,402539200
2011-04-07,10.185234069824219,10.256030610604029,10.12347333134929,10.18583581306888,373447200
2011-04-08,10.094246864318848,10.247591575050048,10.060806686497077,10.240662681391973,377535200
2011-04-11,9.96590518951416,10.112621040025727,9.942406648075359,10.064117186586163,398946800
